mod_razona_cuantitat_punt,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,estu_pagomatricula,estu_metodo_prgm,inst_caracter_academico,inst_origen,fami_educacionpadre,fami_ocupacionpadre,fami_educacionmadre,fami_ocupacionmadre,estu_tituloobtenidobachiller,estu_horassemanatrabaja,estu_valormatriculauniversidad,fami_tieneautomovil,fami_tienemotocicleta,edad,desempeno_dicotomico
118,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado de nivel técnico o profesional,No Aplica,Otra actividad u ocupación,Bachiller técnico,0,Entre 5.5 millones y menos de 7 millones,Si,No,21,1
130,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado obrero u operario,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Entre 5.5 millones y menos de 7 millones,No,No,21,1
108,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Ninguno,Pensionado,Primaria incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,27,1
177,M,Estrato 1,Si,No,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Ninguno,Pensionado,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,Si,No,22,0
186,M,Estrato 1,Si,No,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Secundaria (Bachillerato) completa,Empleado obrero u operario,Primaria completa,Hogar,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,23,0
146,M,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Primaria completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,44,0
124,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Otra actividad u ocupación,Secundaria (Bachillerato) incompleta,Otra actividad u ocupación,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,26,1
148,M,,,,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,,Pensionado,,Hogar,Bachiller académico,,Entre 4 millones y menos de 5.5 millones,,,21,0
117,F,Estrato 1,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Técnica o tecnológica completa,Otra actividad u ocupación,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,21,1
122,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,Menos de 10 horas,Entre 5.5 millones y menos de 7 millones,No,Si,22,1
177,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado de nivel técnico o profesional,Educación profesional completa,Hogar,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,20,0
124,F,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Pequeño empresario,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,Si,No,27,1
131,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Bachiller técnico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,22,1
114,F,Estrato 1,No,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
95,F,Estrato 2,No,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
92,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller técnico,Menos de 10 horas,Entre 4 millones y menos de 5.5 millones,No,Si,22,1
125,F,Estrato 3,No,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Ninguno,Trabajador por cuenta propia,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,0,Entre 5.5 millones y menos de 7 millones,No,No,22,1
108,F,Estrato 1,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Técnica o tecnológica completa,Pequeño empresario,Bachiller pedagógico o normalista,Menos de 10 horas,Entre 4 millones y menos de 5.5 millones,No,No,23,1
101,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
147,F,Estrato 2,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria completa,Otra actividad u ocupación,Primaria completa,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,41,0
121,F,Estrato 1,No,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Hogar,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,No,No,21,1
179,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Pequeño empresario,Técnica o tecnológica incompleta,Hogar,Bachiller técnico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,Si,22,0
128,F,Estrato 1,Si,No,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Otra actividad u ocupación,Bachiller técnico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,No,21,1
87,F,Estrato 1,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,23,1
102,F,Estrato 1,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Primaria incompleta,Hogar,Bachiller académico,Menos de 10 horas,Entre 1 millón y menos de 2.5 millones,No,Si,26,1
148,M,Estrato 1,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,22,0
124,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,21,1
132,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,Si,23,1
94,F,Estrato 1,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,No,25,1
129,F,Estrato 1,No,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
173,M,,,,,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,,Trabajador por cuenta propia,,Pensionado,Bachiller académico,,Entre 1 millón y menos de 2.5 millones,,,31,0
167,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Técnica o tecnológica completa,Pequeño empresario,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,28,0
150,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller pedagógico o normalista,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,20,0
127,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria completa,Trabajador por cuenta propia,Primaria incompleta,Empleado obrero u operario,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,25,1
110,F,Estrato 1,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,No sabe,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Menos de 10 horas,Entre 4 millones y menos de 5.5 millones,No,Si,25,1
192,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,23,0
123,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Técnica o tecnológica incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,23,1
148,F,Estrato 2,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Profesional independiente,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,0
155,M,Estrato 3,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Técnica o tecnológica completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,0
117,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
104,M,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,0,Entre 2.5 millones y menos de 4 millones,Si,Si,22,1
116,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Otra actividad u ocupación,Técnica o tecnológica incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,29,1
131,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Profesional independiente,Educación profesional completa,Pensionado,Bachiller académico,Más de 30 horas,Entre 500 mil y menos de 1 millón,No,No,27,1
160,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Profesional Independiente,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,21,0
148,F,Estrato 4,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria completa,Pensionado,Primaria completa,Pensionado,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,40,0
102,M,Estrato 6,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,No sabe,Otra actividad u ocupación,Educación profesional completa,Profesional Independiente,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,Si,No,24,1
175,M,Estrato 4,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,23,0
148,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,0
162,M,,,,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,,Pensionado,,Hogar,Bachiller académico,,Entre 2.5 millones y menos de 4 millones,,,29,0
168,M,Estrato 4,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,Si,Si,29,0
117,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Trabajador por cuenta propia,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,28,1
79,M,Estrato 6,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empresario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,26,1
168,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,22,0
151,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional incompleta,Otra actividad u ocupación,Educación profesional completa,Hogar,Bachiller académico,Más de 30 horas,Entre 500 mil y menos de 1 millón,No,No,23,0
144,F,Estrato 1,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Otra actividad u ocupación,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,0,No pagó matrícula,No,No,22,0
80,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Otra actividad u ocupación,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Entre 500 mil y menos de 1 millón,No,No,22,1
157,M,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Otra actividad u ocupación,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Menos de 10 horas,Menos de 500 mil,No,No,24,0
175,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica incompleta,Empleado obrero u operario,Bachiller académico,Más de 30 horas,No pagó matrícula,Si,Si,25,0
153,F,,,,,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,,Trabajador por cuenta propia,,Hogar,Bachiller académico,,Entre 500 mil y menos de 1 millón,,,24,0
136,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado obrero u operario,Educación profesional completa,Profesional Independiente,Bachiller académico,Menos de 10 horas,Menos de 500 mil,No,Si,27,1
118,M,Estrato 1,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Bachiller académico,Entre 21 y 30 horas,No pagó matrícula,No,No,26,1
100,F,Estrato 2,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica incompleta,Empleado de nivel auxiliar o administrativo,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 21 y 30 horas,No pagó matrícula,No,Si,26,1
141,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional incompleta,Empleado de nivel técnico o profesional,Bachiller pedagógico o normalista,Entre 21 y 30 horas,No pagó matrícula,Si,No,22,1
137,F,Estrato 2,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,No,23,1
153,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Empleado de nivel auxiliar o administrativo,Técnica o tecnológica completa,Hogar,Bachiller académico,0,No pagó matrícula,Si,Si,21,0
167,M,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Pensionado,Técnica o tecnológica completa,Pensionado,Bachiller académico,Más de 30 horas,No pagó matrícula,No,No,25,0
165,M,Estrato 2,Si,No, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller técnico,Entre 11 y 20 horas,No pagó matrícula,No,No,23,0
124,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Pensionado,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller pedagógico o normalista,Más de 30 horas,No pagó matrícula,No,No,22,1
111,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Pensionado,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,38,1
152,F,Estrato 1,Si,No, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Ninguno,Hogar,Ninguno,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,No,23,0
156,M,Estrato 1,,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) incompleta,Hogar,Bachiller técnico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,No,33,0
141,F,Estrato 2,No,No, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,24,1
162,F,Estrato 1,Si,No, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Técnica o tecnológica completa,Hogar,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,22,0
147,M,Estrato 1,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Secundaria (Bachillerato) completa,Empleado obrero u operario,Bachiller pedagógico o normalista,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,32,0
126,F,Estrato 3,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,No sabe,Pensionado,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,21,1
131,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,21,1
103,F,Estrato 2,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Pensionado,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,No,No,22,1
150,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Otra actividad u ocupación,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,34,0
120,M,Estrato 2,Si,No, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,32,1
128,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria completa,Otra actividad u ocupación,Primaria completa,Hogar,Bachiller académico,Menos de 10 horas,Más de 7 millones,No,,37,1
162,F,Estrato 1,Si,,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,,Más de 7 millones,,,24,0
162,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Otra actividad u ocupación,Educación profesional completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,22,0
117,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Técnica o tecnológica completa,Hogar,Bachiller técnico,0,Entre 4 millones y menos de 5.5 millones,No,No,23,1
